#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn    rmse_v_val  rmse_v_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
 307000      1.42e-01    1.02e-01      1.06e-03    6.08e-04      4.41e-02    3.39e-02      7.24e-03    5.26e-03    2.6e-06
 307500      2.38e-01    2.78e-01      6.98e-04    3.14e-03      8.81e-02    1.15e-01      1.03e-02    8.55e-03    2.6e-06
 308000      2.09e-01    1.85e-01      2.09e-03    1.94e-04      7.76e-02    5.06e-02      8.87e-03    1.13e-02    2.6e-06
 308500      2.30e-01    2.14e-01      1.10e-03    3.51e-04      7.68e-02    7.03e-02      1.17e-02    1.14e-02    2.6e-06
 309000      1.79e-01    3.42e-01      3.48e-03    4.79e-03      5.96e-02    1.23e-01      7.02e-03    1.48e-02    2.6e-06
 309500      2.69e-01    2.67e-01      1.78e-03    2.32e-03      8.79e-02    3.93e-02      1.42e-02    1.88e-02    2.6e-06
 310000      2.02e-01    2.36e-01      4.53e-03    3.93e-03      6.70e-02    6.61e-02      7.89e-03    1.30e-02    2.6e-06
 310500      2.08e-01    1.85e-01      9.93e-04    3.27e-04      6.43e-02    4.07e-02      1.09e-02    1.23e-02    2.6e-06
 311000      2.08e-01    2.83e-01      1.78e-03    2.22e-03      7.91e-02    1.11e-01      8.33e-03    1.11e-02    2.6e-06
 311500      2.57e-01    2.43e-01      1.38e-03    1.25e-03      9.79e-02    9.95e-02      9.84e-03    8.59e-03    2.6e-06
 312000      2.27e-01    1.17e-01      1.14e-03    4.60e-04      8.00e-02    4.31e-02      1.05e-02    5.40e-03    2.6e-06
 312500      1.59e-01    2.63e-01      5.20e-04    6.16e-04      4.47e-02    7.25e-02      9.50e-03    1.60e-02    2.6e-06
 313000      2.22e-01    1.63e-01      6.85e-04    6.98e-04      8.23e-02    5.15e-02      1.01e-02    9.03e-03    2.6e-06
 313500      2.45e-01    3.57e-01      1.34e-03    8.61e-04      7.34e-02    1.01e-01      1.36e-02    2.14e-02    2.6e-06
 314000      1.76e-01    3.18e-01      8.88e-04    5.89e-05      7.05e-02    1.27e-01      6.30e-03    1.25e-02    2.6e-06
 314500      2.45e-01    1.40e-01      9.85e-04    2.04e-04      7.76e-02    3.54e-02      1.25e-02    8.89e-03    2.6e-06
 315000      1.70e-01    2.43e-01      1.37e-03    6.75e-04      5.79e-02    1.01e-01      7.22e-03    8.19e-03    2.6e-06
 315500      1.86e-01    7.10e-02      9.29e-04    1.20e-03      5.72e-02    1.04e-02      1.04e-02    4.80e-03    2.6e-06
 316000      1.72e-01    6.59e-02      1.09e-03    1.71e-03      5.29e-02    1.93e-02      8.98e-03    3.02e-03    2.6e-06
 316500      2.70e-01    3.00e-01      1.38e-03    6.65e-04      8.62e-02    1.07e-01      1.41e-02    1.45e-02    2.6e-06
 317000      2.52e-01    3.12e-01      9.96e-04    8.78e-04      9.64e-02    1.32e-01      1.06e-02    9.63e-03    2.6e-06
 317500      2.11e-01    2.85e-01      1.43e-03    3.49e-03      7.17e-02    1.00e-01      1.00e-02    1.32e-02    2.6e-06
 318000      1.65e-01    8.10e-02      1.46e-03    1.63e-03      4.71e-02    2.63e-02      9.28e-03    3.72e-03    2.6e-06
 318500      2.86e-01    2.38e-01      1.21e-03    1.83e-04      1.09e-01    1.04e-01      1.19e-02    6.01e-03    2.6e-06
 319000      2.49e-01    1.28e-01      3.42e-03    1.96e-03      9.06e-02    5.24e-02      9.52e-03    3.68e-03    2.6e-06
 319500      2.11e-01    2.59e-01      1.84e-03    2.21e-03      8.70e-02    1.04e-01      6.66e-03    9.35e-03    2.6e-06
 320000      1.64e-01    2.74e-01      8.22e-04    2.12e-03      5.62e-02    9.79e-02      7.34e-03    1.29e-02    2.6e-06
 320500      3.04e-01    2.96e-01      1.31e-03    1.29e-03      1.02e-01    1.15e-01      1.50e-02    1.22e-02    2.6e-06
 321000      1.87e-01    2.63e-01      1.24e-03    1.30e-03      6.68e-02    7.70e-02      7.97e-03    1.54e-02    2.6e-06
 321500      1.75e-01    8.57e-02      2.34e-03    1.73e-03      5.54e-02    2.04e-02      9.06e-03    4.98e-03    2.6e-06
 322000      2.33e-01    1.91e-01      1.95e-03    1.84e-03      5.66e-02    8.12e-02      1.47e-02    5.31e-03    2.6e-06
 322500      3.01e-01    1.80e-01      1.79e-03    9.04e-04      9.60e-02    7.66e-02      1.54e-02    5.36e-03    2.6e-06
 323000      1.85e-01    2.11e-01      1.43e-03    2.43e-03      6.91e-02    7.56e-02      7.55e-03    9.59e-03    2.6e-06
 323500      1.53e-01    2.08e-01      5.96e-04    1.10e-03      5.67e-02    6.07e-02      6.87e-03    1.21e-02    2.6e-06
 324000      2.62e-01    1.97e-01      8.11e-04    2.83e-05      8.32e-02    8.88e-02      1.32e-02    3.71e-03    2.6e-06
 324500      1.99e-01    2.70e-01      3.00e-04    5.50e-04      6.76e-02    1.14e-01      9.66e-03    8.45e-03    2.6e-06
 325000      1.72e-01    1.19e-01      2.80e-04    1.43e-03      4.50e-02    3.11e-02      1.00e-02    7.18e-03    2.6e-06
 325500      2.30e-01    1.38e-01      8.21e-04    8.45e-04      9.08e-02    3.75e-02      8.84e-03    8.37e-03    2.6e-06
 326000      2.09e-01    1.33e-01      3.56e-04    9.79e-06      6.12e-02    4.08e-02      1.17e-02    7.51e-03    2.6e-06
 326500      1.91e-01    2.32e-01      1.27e-03    1.80e-03      4.76e-02    5.90e-02      1.16e-02    1.45e-02    2.6e-06
 327000      1.50e-01    7.15e-02      4.77e-04    2.66e-04      5.66e-02    3.01e-02      6.16e-03    2.26e-03    2.6e-06
 327500      1.65e-01    6.34e-02      7.37e-04    1.92e-05      5.85e-02    2.27e-02      7.68e-03    3.06e-03    2.6e-06
 328000      1.90e-01    1.82e-01      1.59e-03    8.47e-04      6.73e-02    5.88e-02      8.54e-03    9.81e-03    2.6e-06
 328500      1.90e-01    1.06e-01      7.58e-04    1.50e-03      6.58e-02    3.88e-02      9.15e-03    4.51e-03    2.6e-06
 329000      2.49e-01    6.56e-02      8.69e-04    6.31e-04      8.34e-02    1.14e-02      1.19e-02    4.51e-03    2.6e-06
 329500      1.62e-01    1.75e-01      1.22e-03    3.25e-04      4.17e-02    5.38e-02      9.08e-03    9.91e-03    2.6e-06
 330000      2.03e-01    3.25e-01      1.86e-03    3.10e-03      7.42e-02    1.21e-01      8.89e-03    1.40e-02    2.6e-06
 330500      1.63e-01    2.25e-01      9.43e-04    8.77e-04      4.69e-02    2.72e-02      9.05e-03    1.63e-02    2.6e-06
 331000      1.69e-01    1.85e-01      1.02e-03    1.07e-04      5.68e-02    6.02e-02      7.66e-03    9.97e-03    2.6e-06
 331500      2.35e-01    2.81e-01      1.96e-03    1.70e-03      7.76e-02    9.63e-02      1.18e-02    1.42e-02    2.6e-06
 332000      1.96e-01    2.93e-01      1.17e-03    1.87e-04      6.08e-02    1.26e-01      9.83e-03    8.43e-03    2.6e-06
 332500      2.17e-01    2.10e-01      2.02e-03    2.57e-03      7.81e-02    6.25e-02      9.32e-03    1.16e-02    2.6e-06
 333000      1.76e-01    1.78e-01      1.32e-03    8.56e-04      5.32e-02    6.12e-02      9.84e-03    9.00e-03    2.6e-06
 333500      1.95e-01    1.38e-01      1.13e-03    1.61e-03      7.51e-02    3.03e-02      7.75e-03    8.92e-03    2.6e-06
 334000      1.95e-01    2.59e-01      1.15e-03    3.57e-04      6.86e-02    9.59e-02      9.12e-03    1.19e-02    2.6e-06
 334500      1.93e-01    2.39e-01      4.08e-04    4.37e-04      5.63e-02    9.48e-02      1.11e-02    9.38e-03    2.6e-06
 335000      2.36e-01    2.04e-01      3.34e-03    3.41e-03      7.74e-02    3.04e-02      1.11e-02    1.37e-02    2.6e-06
 335500      2.22e-01    2.48e-01      1.22e-03    3.63e-04      6.48e-02    1.07e-01      1.26e-02    6.82e-03    2.6e-06
 336000      2.47e-01    2.63e-01      1.35e-03    1.46e-03      8.55e-02    9.77e-02      1.20e-02    1.18e-02    2.6e-06
 336500      2.37e-01    9.92e-02      9.94e-04    2.48e-04      6.63e-02    1.58e-02      1.38e-02    7.03e-03    2.6e-06
 337000      2.53e-01    1.97e-01      1.93e-03    1.20e-03      9.69e-02    7.49e-02      1.02e-02    8.36e-03    2.6e-06
 337500      2.37e-01    1.83e-01      3.85e-03    2.21e-03      7.50e-02    6.53e-02      1.12e-02    8.26e-03    2.6e-06
 338000      2.55e-01    1.26e-01      5.68e-04    1.71e-04      8.91e-02    2.70e-02      1.22e-02    8.44e-03    2.6e-06
 338500      1.63e-01    2.61e-01      1.04e-03    8.63e-04      4.76e-02    8.68e-02      8.60e-03    1.37e-02    2.6e-06
 339000      2.12e-01    2.54e-01      1.49e-03    4.11e-04      6.60e-02    6.65e-02      1.14e-02    1.59e-02    2.6e-06
 339500      2.56e-01    3.58e-01      1.53e-03    2.09e-03      8.97e-02    1.30e-01      1.17e-02    1.65e-02    2.6e-06
 340000      1.61e-01    1.72e-01      1.73e-03    1.74e-03      3.92e-02    1.02e-02      9.81e-03    1.26e-02    2.6e-06
 340500      2.18e-01    3.47e-01      2.55e-03    1.28e-03      6.61e-02    6.78e-02      1.17e-02    2.37e-02    2.6e-06
 341000      1.34e-01    4.11e-02      5.15e-04    4.08e-04      4.28e-02    1.67e-02      7.19e-03    1.40e-03    2.6e-06
 341500      2.14e-01    2.98e-01      2.67e-03    4.17e-03      7.13e-02    4.96e-02      1.04e-02    2.01e-02    2.6e-06
 342000      2.32e-01    1.56e-01      1.98e-03    1.90e-03      8.86e-02    6.32e-02      8.85e-03    5.13e-03    2.6e-06
 342500      2.15e-01    1.53e-01      6.82e-04    1.44e-03      6.44e-02    5.24e-02      1.23e-02    7.54e-03    2.6e-06
 343000      2.39e-01    1.55e-01      2.71e-04    9.14e-04      6.45e-02    3.20e-02      1.35e-02    1.04e-02    2.6e-06
 343500      2.44e-01    1.90e-01      5.65e-04    9.22e-04      7.20e-02    7.23e-02      1.30e-02    8.10e-03    2.6e-06
 344000      3.03e-01    2.95e-01      2.22e-03    2.67e-04      1.18e-01    1.32e-01      1.14e-02    6.13e-03    2.6e-06
 344500      1.88e-01    2.66e-01      8.70e-04    1.91e-03      6.50e-02    1.14e-01      8.91e-03    7.33e-03    2.6e-06
 345000      2.75e-01    2.06e-01      1.62e-04    1.51e-03      9.00e-02    7.34e-02      1.31e-02    9.76e-03    2.6e-06
 345500      2.93e-01    1.37e-01      4.11e-03    1.75e-03      9.98e-02    4.61e-02      1.30e-02    6.65e-03    2.6e-06
 346000      2.80e-01    2.51e-01      1.26e-03    7.09e-04      8.08e-02    8.88e-02      1.46e-02    1.23e-02    2.6e-06
 346500      2.14e-01    1.92e-01      1.14e-03    7.72e-04      7.13e-02    5.54e-02      1.04e-02    1.13e-02    2.6e-06
 347000      2.00e-01    2.63e-01      3.60e-04    2.26e-03      6.61e-02    8.40e-02      9.75e-03    1.41e-02    2.6e-06
 347500      2.61e-01    3.02e-01      1.21e-03    6.78e-04      8.55e-02    1.16e-01      1.36e-02    1.29e-02    2.6e-06
 348000      2.55e-01    8.26e-02      3.17e-04    6.48e-04      8.94e-02    3.20e-02      1.20e-02    3.33e-03    2.6e-06
 348500      1.96e-01    3.25e-01      6.15e-04    2.08e-03      6.03e-02    1.15e-01      1.08e-02    1.56e-02    2.6e-06
 349000      1.84e-01    2.48e-01      9.45e-04    3.02e-05      6.65e-02    9.86e-02      8.58e-03    9.78e-03    2.6e-06
 349500      1.80e-01    2.09e-01      4.73e-04    6.90e-04      5.53e-02    6.37e-02      9.43e-03    1.19e-02    2.6e-06
 350000      1.77e-01    1.36e-01      9.34e-04    8.01e-04      7.70e-02    5.02e-02      8.47e-03    7.81e-03    9.8e-07
 350500      2.01e-01    9.98e-02      1.09e-03    1.36e-03      8.44e-02    5.04e-02      9.51e-03    3.17e-03    9.8e-07
 351000      2.18e-01    1.17e-01      6.35e-04    8.19e-05      8.50e-02    2.73e-02      1.19e-02    8.07e-03    9.8e-07
 351500      2.02e-01    2.07e-01      8.68e-04    2.94e-04      8.12e-02    6.43e-02      1.01e-02    1.32e-02    9.8e-07
 352000      1.88e-01    2.02e-01      1.50e-03    3.70e-05      7.89e-02    9.82e-02      9.21e-03    8.24e-03    9.8e-07
 352500      1.38e-01    1.24e-01      1.45e-03    1.03e-03      5.33e-02    5.52e-02      7.24e-03    5.86e-03    9.8e-07
 353000      1.92e-01    7.46e-02      1.48e-03    1.03e-03      7.06e-02    3.56e-02      1.06e-02    2.85e-03    9.8e-07
 353500      2.03e-01    2.68e-01      1.77e-03    6.01e-04      6.55e-02    1.24e-01      1.22e-02    1.22e-02    9.8e-07
 354000      2.19e-01    2.34e-01      1.32e-03    1.45e-03      1.04e-01    7.33e-02      8.42e-03    1.47e-02    9.8e-07
 354500      2.18e-01    1.80e-01      8.18e-04    2.94e-03      7.57e-02    9.10e-02      1.23e-02    5.21e-03    9.8e-07
 355000      9.99e-02    1.91e-01      4.13e-04    1.42e-03      2.94e-02    9.30e-02      6.39e-03    7.52e-03    9.8e-07
 355500      2.07e-01    2.03e-01      4.32e-04    1.56e-03      8.54e-02    8.38e-02      1.04e-02    1.05e-02    9.8e-07
 356000      1.74e-01    2.29e-01      4.83e-04    1.84e-03      7.15e-02    9.55e-02      8.84e-03    1.17e-02    9.8e-07
 356500      2.27e-01    1.12e-01      2.34e-04    4.84e-04      9.27e-02    5.64e-02      1.17e-02    4.19e-03    9.8e-07
 357000      1.37e-01    2.45e-01      5.96e-04    6.03e-04      5.35e-02    1.23e-01      7.08e-03    9.20e-03    9.8e-07
 357500      1.16e-01    1.05e-01      9.45e-04    6.70e-04      3.65e-02    5.89e-02      6.95e-03    1.81e-03    9.8e-07
 358000      1.88e-01    2.29e-01      9.48e-04    2.04e-03      7.55e-02    1.19e-01      1.01e-02    7.03e-03    9.8e-07
 358500      1.71e-01    1.08e-01      2.31e-03    2.50e-03      7.36e-02    2.73e-02      7.42e-03    6.43e-03    9.8e-07
 359000      1.60e-01    2.55e-01      6.81e-04    1.50e-03      6.40e-02    4.26e-02      8.56e-03    1.83e-02    9.8e-07
 359500      2.07e-01    3.07e-01      1.78e-03    2.47e-03      8.75e-02    1.24e-01      9.90e-03    1.63e-02    9.8e-07
 360000      2.07e-01    9.26e-02      2.57e-03    2.44e-03      8.37e-02    2.52e-02      1.01e-02    5.10e-03    9.8e-07
 360500      1.67e-01    1.88e-01      4.74e-04    8.65e-04      6.15e-02    4.78e-02      9.51e-03    1.27e-02    9.8e-07
 361000      1.41e-01    3.78e-01      4.48e-04    1.19e-03      5.93e-02    8.14e-02      7.05e-03    2.64e-02    9.8e-07
 361500      1.22e-01    9.67e-02      2.83e-04    5.65e-04      5.23e-02    2.27e-02      5.94e-03    6.62e-03    9.8e-07
 362000      1.95e-01    1.74e-01      1.89e-03    9.46e-04      8.49e-02    8.59e-02      9.05e-03    6.69e-03    9.8e-07
 362500      2.24e-01    1.55e-01      8.27e-04    1.11e-03      8.59e-02    4.38e-02      1.19e-02    1.01e-02    9.8e-07
 363000      1.04e-01    2.82e-01      2.88e-04    9.37e-04      3.22e-02    1.08e-01      6.49e-03    1.60e-02    9.8e-07
 363500      1.51e-01    2.68e-01      1.13e-03    3.02e-04      4.62e-02    1.14e-01      9.28e-03    1.37e-02    9.8e-07
 364000      1.82e-01    1.64e-01      6.39e-04    2.86e-04      7.33e-02    8.47e-02      9.50e-03    5.69e-03    9.8e-07
 364500      1.22e-01    2.19e-01      1.03e-03    1.31e-03      3.97e-02    9.12e-02      7.42e-03    1.14e-02    9.8e-07
 365000      1.72e-01    2.89e-01      6.31e-04    3.51e-04      7.74e-02    7.91e-02      7.97e-03    1.92e-02    9.8e-07
 365500      2.01e-01    2.22e-01      2.53e-04    1.11e-03      7.60e-02    9.48e-02      1.05e-02    1.12e-02    9.8e-07
 366000      1.90e-01    2.12e-01      6.80e-04    1.90e-03      6.94e-02    9.52e-02      1.08e-02    9.73e-03    9.8e-07
 366500      1.56e-01    9.57e-02      7.59e-04    6.41e-04      6.50e-02    3.81e-02      7.97e-03    5.16e-03    9.8e-07
 367000      2.22e-01    8.24e-02      3.56e-04    1.36e-04      8.09e-02    3.08e-02      1.29e-02    4.74e-03    9.8e-07
 367500      1.63e-01    1.37e-01      9.01e-04    1.16e-03      7.05e-02    3.93e-02      7.42e-03    8.84e-03    9.8e-07
 368000      1.31e-01    1.73e-01      1.17e-03    1.17e-03      3.85e-02    5.44e-02      8.22e-03    1.08e-02    9.8e-07
 368500      1.29e-01    1.23e-01      4.78e-04    2.04e-03      6.02e-02    5.82e-02      5.66e-03    4.56e-03    9.8e-07
 369000      1.85e-01    2.62e-01      1.59e-03    4.04e-04      7.52e-02    9.86e-02      8.89e-03    1.50e-02    9.8e-07
 369500      2.35e-01    1.55e-01      8.41e-04    1.19e-04      7.80e-02    8.50e-02      1.40e-02    3.86e-03    9.8e-07
 370000      1.30e-01    3.14e-01      3.78e-04    5.60e-04      4.49e-02    8.12e-02      7.71e-03    2.12e-02    9.8e-07
 370500      2.03e-01    1.60e-01      1.17e-03    1.52e-03      9.90e-02    3.63e-02      7.93e-03    1.09e-02    9.8e-07
 371000      1.64e-01    1.94e-01      7.25e-04    9.16e-05      5.40e-02    5.07e-02      9.83e-03    1.30e-02    9.8e-07
 371500      1.94e-01    2.18e-01      8.72e-04    1.36e-05      9.33e-02    8.97e-02      7.77e-03    1.16e-02    9.8e-07
 372000      1.72e-01    5.64e-02      6.40e-04    2.52e-04      5.77e-02    2.26e-02      1.00e-02    3.05e-03    9.8e-07
 372500      1.72e-01    1.61e-01      8.68e-04    8.91e-04      5.97e-02    3.41e-02      9.90e-03    1.12e-02    9.8e-07
 373000      1.84e-01    3.39e-01      9.20e-04    1.89e-03      7.29e-02    1.27e-01      9.80e-03    1.93e-02    9.8e-07
 373500      2.18e-01    2.33e-01      7.86e-04    2.44e-04      8.78e-02    8.89e-02      1.14e-02    1.33e-02    9.8e-07
 374000      1.72e-01    1.10e-01      3.58e-04    4.33e-04      5.35e-02    3.53e-02      1.08e-02    6.86e-03    9.8e-07
 374500      1.95e-01    2.32e-01      4.41e-04    6.03e-04      7.58e-02    1.03e-01      1.04e-02    1.11e-02    9.8e-07
 375000      1.77e-01    1.09e-01      1.65e-03    2.11e-03      6.53e-02    2.68e-02      9.73e-03    6.78e-03    9.8e-07
 375500      2.04e-01    1.46e-01      6.32e-04    6.55e-04      6.17e-02    2.98e-02      1.30e-02    1.02e-02    9.8e-07
 376000      1.74e-01    2.29e-01      8.11e-04    1.06e-03      6.09e-02    1.10e-01      9.26e-03    9.57e-03    9.8e-07
 376500      2.15e-01    1.85e-01      1.01e-03    5.04e-05      7.65e-02    7.98e-02      1.20e-02    9.27e-03    9.8e-07
 377000      1.65e-01    6.33e-02      6.17e-04    1.51e-04      7.38e-02    2.19e-02      7.66e-03    3.83e-03    9.8e-07
 377500      2.05e-01    3.75e-02      1.28e-03    4.42e-04      9.17e-02    1.01e-02      9.46e-03    2.42e-03    9.8e-07
 378000      2.29e-01    1.73e-01      9.24e-04    1.69e-03      1.04e-01    6.38e-02      9.78e-03    9.76e-03    9.8e-07
 378500      1.84e-01    1.34e-01      5.25e-04    1.50e-04      9.08e-02    2.58e-02      7.07e-03    9.54e-03    9.8e-07
 379000      2.02e-01    1.34e-01      4.76e-04    5.49e-04      8.44e-02    5.01e-02      1.01e-02    7.66e-03    9.8e-07
 379500      1.80e-01    2.71e-01      6.91e-04    2.32e-04      6.76e-02    9.19e-02      9.84e-03    1.66e-02    9.8e-07
 380000      1.30e-01    2.50e-01      9.59e-04    1.09e-03      5.58e-02    5.44e-02      6.14e-03    1.74e-02    9.8e-07
 380500      1.99e-01    1.67e-01      9.00e-04    7.06e-04      8.02e-02    8.02e-02      1.03e-02    7.05e-03    9.8e-07
 381000      2.10e-01    2.18e-01      1.44e-03    1.18e-03      8.52e-02    1.11e-01      1.08e-02    7.69e-03    9.8e-07
 381500      1.88e-01    1.34e-01      7.14e-04    1.99e-04      7.74e-02    6.23e-02      9.68e-03    6.09e-03    9.8e-07
 382000      1.75e-01    1.54e-01      2.04e-03    1.12e-03      5.96e-02    7.91e-02      9.47e-03    5.07e-03    9.8e-07
 382500      2.13e-01    2.56e-01      1.46e-03    4.59e-04      8.85e-02    7.41e-02      1.04e-02    1.67e-02    9.8e-07
 383000      1.88e-01    5.47e-02      6.31e-04    2.23e-04      6.92e-02    2.49e-02      1.04e-02    2.54e-03    9.8e-07
 383500      1.79e-01    1.97e-01      1.03e-03    5.16e-04      5.21e-02    9.02e-02      1.15e-02    9.08e-03    9.8e-07
 384000      2.26e-01    2.00e-01      1.24e-03    5.47e-04      9.25e-02    8.99e-02      1.16e-02    9.47e-03    9.8e-07
 384500      1.23e-01    3.16e-01      1.05e-03    2.01e-03      4.77e-02    1.34e-01      6.30e-03    1.60e-02    9.8e-07
 385000      2.41e-01    1.31e-01      1.54e-03    1.40e-03      8.26e-02    2.66e-02      1.39e-02    9.03e-03    9.8e-07
 385500      1.68e-01    1.01e-01      2.04e-03    2.18e-03      6.48e-02    3.70e-02      8.55e-03    5.07e-03    9.8e-07
 386000      2.16e-01    7.61e-02      1.30e-03    1.59e-03      6.88e-02    1.16e-02      1.34e-02    5.06e-03    9.8e-07
 386500      1.45e-01    1.45e-01      9.96e-04    1.13e-03      6.07e-02    7.54e-02      7.31e-03    4.59e-03    9.8e-07
 387000      2.11e-01    2.57e-01      9.40e-04    1.13e-04      9.27e-02    6.46e-02      9.97e-03    1.74e-02    9.8e-07
 387500      1.37e-01    1.86e-01      1.02e-03    1.85e-03      5.90e-02    5.59e-02      6.38e-03    1.17e-02    9.8e-07
 388000      2.06e-01    5.65e-02      9.81e-04    1.54e-03      7.16e-02    1.72e-02      1.20e-02    2.90e-03    9.8e-07
 388500      1.41e-01    3.04e-01      1.02e-03    3.87e-03      6.77e-02    1.34e-01      5.29e-03    1.38e-02    9.8e-07
 389000      1.68e-01    1.34e-01      5.92e-04    7.29e-04      7.03e-02    5.40e-02      7.59e-03    7.24e-03    9.8e-07
 389500      1.82e-01    2.70e-01      8.57e-04    2.33e-03      8.44e-02    1.25e-01      8.00e-03    1.18e-02    9.8e-07
 390000      2.18e-01    1.83e-01      2.09e-03    5.01e-04      8.44e-02    8.33e-02      1.13e-02    8.56e-03    9.8e-07
 390500      2.24e-01    1.77e-01      7.64e-04    5.19e-06      8.76e-02    8.26e-02      1.22e-02    7.88e-03    9.8e-07
 391000      1.73e-01    2.11e-01      1.20e-03    7.75e-05      7.13e-02    5.92e-02      8.90e-03    1.39e-02    9.8e-07
 391500      2.03e-01    1.96e-01      5.43e-04    1.22e-03      7.77e-02    1.01e-01      1.13e-02    6.69e-03    9.8e-07
 392000      1.77e-01    1.89e-01      9.43e-04    1.50e-03      5.58e-02    4.28e-02      1.07e-02    1.30e-02    9.8e-07
 392500      2.10e-01    1.34e-01      4.63e-04    6.52e-04      7.63e-02    3.81e-02      1.23e-02    8.77e-03    9.8e-07
 393000      1.45e-01    2.19e-01      6.27e-04    5.41e-04      5.64e-02    1.11e-01      7.79e-03    7.93e-03    9.8e-07
 393500      1.39e-01    1.87e-01      1.06e-03    4.56e-04      4.89e-02    5.10e-02      7.59e-03    1.24e-02    9.8e-07
 394000      2.14e-01    1.75e-01      1.29e-03    1.45e-03      8.79e-02    4.09e-02      1.01e-02    1.19e-02    9.8e-07
 394500      2.43e-01    1.81e-01      6.89e-04    1.36e-04      8.27e-02    6.94e-02      1.37e-02    1.03e-02    9.8e-07
 395000      1.94e-01    1.98e-01      3.98e-04    1.37e-03      5.27e-02    7.05e-02      1.23e-02    1.16e-02    9.8e-07
 395500      2.02e-01    2.82e-01      1.39e-03    3.50e-04      5.24e-02    1.34e-01      1.30e-02    1.23e-02    9.8e-07
 396000      1.83e-01    2.29e-01      6.52e-04    2.73e-03      6.95e-02    8.48e-02      9.77e-03    1.27e-02    9.8e-07
 396500      1.52e-01    1.48e-01      1.11e-03    4.72e-04      4.83e-02    6.84e-02      9.27e-03    6.76e-03    9.8e-07
 397000      2.17e-01    2.44e-01      5.97e-04    6.30e-04      8.66e-02    8.67e-02      1.17e-02    1.45e-02    9.8e-07
 397500      1.99e-01    1.36e-01      6.44e-04    7.36e-04      7.73e-02    4.94e-02      1.10e-02    7.91e-03    9.8e-07
 398000      1.30e-01    2.26e-01      3.55e-04    1.32e-03      5.76e-02    9.51e-02      6.29e-03    1.15e-02    9.8e-07
 398500      2.24e-01    1.71e-01      9.40e-04    5.62e-04      5.77e-02    9.55e-02      1.50e-02    3.47e-03    9.8e-07
 399000      1.59e-01    1.46e-01      6.75e-04    1.10e-03      7.09e-02    1.87e-02      7.43e-03    1.07e-02    9.8e-07
 399500      1.68e-01    2.18e-01      8.09e-04    1.36e-04      7.38e-02    9.63e-02      7.87e-03    1.07e-02    9.8e-07
 400000      1.92e-01    2.64e-01      1.56e-03    1.04e-03      4.78e-02    1.23e-01      1.30e-02    1.39e-02    3.6e-07
 400500      1.95e-01    2.64e-01      1.25e-03    2.41e-04      7.99e-02    5.04e-02      1.11e-02    1.90e-02    3.6e-07
 401000      1.76e-01    2.77e-01      5.97e-04    3.28e-03      6.07e-02    1.35e-01      1.11e-02    1.30e-02    3.6e-07
 401500      1.67e-01    1.95e-01      1.14e-03    9.74e-04      6.08e-02    1.03e-01      9.93e-03    8.40e-03    3.6e-07
 402000      1.53e-01    2.31e-01      1.08e-03    1.63e-03      5.07e-02    1.29e-01      9.64e-03    8.75e-03    3.6e-07
 402500      2.01e-01    1.73e-01      1.22e-03    1.40e-03      7.66e-02    8.07e-02      1.19e-02    8.82e-03    3.6e-07
 403000      1.86e-01    1.92e-01      6.04e-04    1.20e-03      7.94e-02    5.68e-02      1.01e-02    1.27e-02    3.6e-07
 403500      1.17e-01    3.03e-01      4.21e-04    6.33e-04      5.09e-02    1.20e-01      6.32e-03    1.81e-02    3.6e-07
 404000      1.95e-01    1.69e-01      6.95e-04    1.93e-03      7.90e-02    9.05e-02      1.12e-02    6.66e-03    3.6e-07
 404500      1.89e-01    3.22e-01      4.87e-04    1.03e-03      6.43e-02    1.30e-01      1.18e-02    1.90e-02    3.6e-07
 405000      1.33e-01    2.16e-01      1.11e-03    1.11e-03      5.54e-02    1.02e-01      6.92e-03    1.12e-02    3.6e-07
 405500      1.68e-01    8.27e-02      6.41e-04    4.77e-04      6.60e-02    2.65e-02      9.74e-03    5.38e-03    3.6e-07
 406000      1.92e-01    2.54e-01      8.94e-04    5.68e-06      7.81e-02    9.64e-02      1.08e-02    1.56e-02    3.6e-07
 406500      2.32e-01    1.92e-01      8.83e-04    8.69e-05      1.01e-01    1.71e-02      1.28e-02    1.43e-02    3.6e-07
 407000      2.24e-01    1.21e-01      1.30e-03    9.02e-04      1.02e-01    5.34e-02      1.11e-02    6.61e-03    3.6e-07
 407500      2.14e-01    1.85e-01      8.24e-04    2.16e-03      7.58e-02    5.31e-02      1.31e-02    1.22e-02    3.6e-07
 408000      1.51e-01    1.48e-01      9.67e-04    5.69e-05      6.84e-02    3.90e-02      7.98e-03    1.02e-02    3.6e-07
 408500      1.48e-01    1.52e-01      6.83e-04    1.31e-03      7.16e-02    8.48e-02      6.66e-03    5.58e-03    3.6e-07
 409000      1.37e-01    1.81e-01      3.90e-04    6.66e-04      5.39e-02    9.03e-02      7.85e-03    8.66e-03    3.6e-07
 409500      1.49e-01    2.08e-01      7.41e-04    1.37e-03      6.47e-02    1.03e-01      7.98e-03    1.00e-02    3.6e-07
 410000      1.44e-01    3.02e-01      5.98e-04    7.04e-04      5.41e-02    7.76e-02      8.52e-03    2.09e-02    3.6e-07
